num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,N_peak,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,study_arm,model,reject_h0,bias,MSE,failed,nsim
3,250,0,375,750,2,0,1,0,0,0,-0.075,-0.075,-0.075,-0.075,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.008,-0.020561945112578774,0.006707108080331146,0,1000
3,250,0,500,1000,2,0,1,0,0,0,-0.075,-0.075,-0.075,-0.075,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.006,-0.03106065576881393,0.007369141825559084,0,1000
3,250,0,0,0,2,0,1,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.018,-5.897256706732614e-4,0.007849195375741067,0,1000
3,250,0,125,250,2,0,1,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.019,-0.008490712366947711,0.007204457459196091,0,1000
3,250,0,250,500,2,0,1,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.022,-0.002835823072758668,0.006928484399359857,0,1000
3,250,0,375,750,2,0,1,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.021,-0.010361355989622251,0.007445951475662946,0,1000
3,250,0,500,1000,2,0,1,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.012,-0.015286618502183573,0.006820181271289275,0,1000
3,250,0,0,0,2,0,1,0,0,0,0,0,0,0,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.023,-0.002550553698487166,0.0078568700089044,0,1000
3,250,0,125,250,2,0,1,0,0,0,0,0,0,0,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.021,8.286916909196452e-4,0.007245213031492603,0,1000
3,250,0,250,500,2,0,1,0,0,0,0,0,0,0,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.028,0.005280244553947314,0.0071923867598152865,0,1000
